"Fap","diplome","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"A0Z02","Bac + 2",0.20679,0.0997405077944127,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","Bac, brevet professionnel ou équivalent",0.34119,0.164565326439265,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","CAP, BEP ou autre diplôme équivalent",1.22187,0.589341526470134,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","Aucun diplôme, CEP ou brevet des collèges",0.23409,0.112908049081648,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","En cours d'études initiales",0.06934,0.0334445902145393,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","Diplôme supérieur (bac +3 ou plus)",0.33765,0.0761292562713913,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","Bac + 2",0.4424,0.0997470249502843,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","Bac, brevet professionnel ou équivalent",1.50375,0.33904744296788,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","CAP, BEP ou autre diplôme équivalent",1.04443,0.235485500155573,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","Aucun diplôme, CEP ou brevet des collèges",0.43658,0.0984348014303687,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","En cours d'études initiales",0.67041,0.151155974224503,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"P2Z90","Diplôme supérieur (bac +3 ou plus)",22.72901,0.709002477717543,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","Bac + 2",1.9503,0.0608371210313394,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","Bac, brevet professionnel ou équivalent",2.66054,0.0829921519708351,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","CAP, BEP ou autre diplôme équivalent",0.10522,0.00328220369938857,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","Aucun diplôme, CEP ou brevet des collèges",0.11083,0.00345720049423337,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","En cours d'études initiales",4.50183,0.140428845086661,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"L5Z90","Diplôme supérieur (bac +3 ou plus)",38.45894,0.832226084363564,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","Bac + 2",1.14949,0.0248742051058889,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","Bac, brevet professionnel ou équivalent",1.78042,0.0385271139850078,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","CAP, BEP ou autre diplôme équivalent",0.16693,0.00361225505078429,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","Aucun diplôme, CEP ou brevet des collèges",0.35177,0.00761207068360623,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","En cours d'études initiales",4.30458,0.0931482708111485,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"R4Z","Diplôme supérieur (bac +3 ou plus)",51.37549,0.798671924248537,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","Bac + 2",5.19496,0.0807596910432227,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","Bac, brevet professionnel ou équivalent",3.48721,0.0542113899246263,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","CAP, BEP ou autre diplôme équivalent",1.26588,0.0196790885199876,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","Aucun diplôme, CEP ou brevet des collèges",0.57384,0.00892078882382981,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","En cours d'études initiales",2.42877,0.037757117439797,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","Diplôme supérieur (bac +3 ou plus)",27.42184,0.831343235618151,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","Bac + 2",2.42829,0.0736180528228303,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","Bac, brevet professionnel ou équivalent",1.61361,0.0489195385293549,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","CAP, BEP ou autre diplôme équivalent",0.47251,0.0143250048961679,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","En cours d'études initiales",1.04873,0.0317941681334959,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"P2Z92","Diplôme supérieur (bac +3 ou plus)",1.38001,0.616232702071509,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","Bac + 2",0.16442,0.0734204686013852,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","Bac, brevet professionnel ou équivalent",0.47547,0.212317420057783,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","En cours d'études initiales",0.21953,0.098029409269323,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"S3Z90","Diplôme supérieur (bac +3 ou plus)",2.54989,0.364017268011067,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","Bac + 2",0.84207,0.120212252636027,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","Bac, brevet professionnel ou équivalent",1.95871,0.279621577019384,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","CAP, BEP ou autre diplôme équivalent",0.8231,0.117504132844911,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","Aucun diplôme, CEP ou brevet des collèges",0.59856,0.085449245238306,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","En cours d'études initiales",0.23253,0.0331955242503062,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"P2Z91","Diplôme supérieur (bac +3 ou plus)",0.65062,0.871023883474349,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","Bac + 2",0.09634,0.128976116525651,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","Bac, brevet professionnel ou équivalent",0,0,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","En cours d'études initiales",0,0,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"Q2Z90","Diplôme supérieur (bac +3 ou plus)",15.15474,0.831940246396877,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","Bac + 2",1.77189,0.0972703327927871,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","Bac, brevet professionnel ou équivalent",0,0,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","Aucun diplôme, CEP ou brevet des collèges",0.09896,0.00543254498483213,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","En cours d'études initiales",1.19055,0.0653568758255042,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","Diplôme supérieur (bac +3 ou plus)",21.46327,0.816378251893055,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","Bac + 2",3.17122,0.120620718090407,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","Bac, brevet professionnel ou équivalent",0.29359,0.0111670072162015,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","CAP, BEP ou autre diplôme équivalent",0.3598,0.013685374830169,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","Aucun diplôme, CEP ou brevet des collèges",0.09896,0.0037640486192149,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","En cours d'études initiales",0.904,0.0343845993509527,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"U0Z90","Diplôme supérieur (bac +3 ou plus)",9.04892,0.920423221438554,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","Bac + 2",0.04255,0.00432803119844252,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","Bac, brevet professionnel ou équivalent",0.42515,0.0432447112577635,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","En cours d'études initiales",0.31464,0.0320040361052398,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"P2Z","Diplôme supérieur (bac +3 ou plus)",24.19992,0.743415909091607,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","Bac + 2",1.85933,0.057118184781243,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","Bac, brevet professionnel ou équivalent",2.03506,0.0625165694744432,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","CAP, BEP ou autre diplôme équivalent",0.04567,0.00140297176884112,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","Aucun diplôme, CEP ou brevet des collèges",0.20026,0.00615194058305504,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","En cours d'études initiales",4.21209,0.12939442430081,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"Q2Z91","Diplôme supérieur (bac +3 ou plus)",5.83275,0.84187804730192,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","Bac + 2",0.68258,0.0985211294033422,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","Bac, brevet professionnel ou équivalent",0,0,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","CAP, BEP ou autre diplôme équivalent",0.3598,0.0519322311807005,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","En cours d'études initiales",0.05313,0.00766859211403729,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"R4Z92","Diplôme supérieur (bac +3 ou plus)",3.75373,0.486322649185085,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z92","Bac + 2",1.90526,0.246840100536367,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z92","Bac, brevet professionnel ou équivalent",0.7646,0.0990594149198041,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z92","CAP, BEP ou autre diplôme équivalent",0.36862,0.0477573653253181,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z92","Aucun diplôme, CEP ou brevet des collèges",0.42992,0.055699220065815,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z92","En cours d'études initiales",0.49647,0.0643212499676107,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"L5Z92","Diplôme supérieur (bac +3 ou plus)",11.24729,0.880826406411768,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","Bac + 2",0.84231,0.0659651249665205,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","Bac, brevet professionnel ou équivalent",0.06559,0.00513665105074626,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","CAP, BEP ou autre diplôme équivalent",0.29991,0.0234873153930372,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","Aucun diplôme, CEP ou brevet des collèges",0.0727,0.00569346747048716,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","En cours d'études initiales",0.24122,0.0188910347074404,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Diplôme supérieur (bac +3 ou plus)",59.48105,0.862688593769897,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Bac + 2",2.43934,0.0353791803326717,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Bac, brevet professionnel ou équivalent",1.69516,0.0245859008308525,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","CAP, BEP ou autre diplôme équivalent",0.29991,0.00434977082881909,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","Aucun diplôme, CEP ou brevet des collèges",0.12455,0.00180642178229942,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","En cours d'études initiales",4.90845,0.0711901324554602,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"J6Z90","Diplôme supérieur (bac +3 ou plus)",1.03674,0.842857491280701,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Bac + 2",0,0,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Bac, brevet professionnel ou équivalent",0.11759,0.0955992943261546,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","CAP, BEP ou autre diplôme équivalent",0.03873,0.031487036901539,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","En cours d'études initiales",0.03697,0.0300561774916059,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Diplôme supérieur (bac +3 ou plus)",7.77135,0.76740128213737,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Bac + 2",1.15445,0.113999036224528,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Bac, brevet professionnel ou équivalent",0.56173,0.0554694258031133,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","CAP, BEP ou autre diplôme équivalent",0.03873,0.00382449016672526,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","En cours d'études initiales",0.60058,0.0593057656682637,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"L6Z90","Diplôme supérieur (bac +3 ou plus)",0.50795,0.542559895749885,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Bac + 2",0,0,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Bac, brevet professionnel ou équivalent",0.03861,0.0412407472682411,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","CAP, BEP ou autre diplôme équivalent",0.19895,0.21250574123327,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","Aucun diplôme, CEP ou brevet des collèges",0.03528,0.0376838529817028,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","En cours d'études initiales",0.15542,0.166009762766901,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"B7Z","Diplôme supérieur (bac +3 ou plus)",29.82369,0.832539559579092,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Bac + 2",0.95942,0.0267825713133208,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Bac, brevet professionnel ou équivalent",0.28903,0.00806838150829575,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","Aucun diplôme, CEP ou brevet des collèges",0.25111,0.00700983040012506,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","En cours d'études initiales",4.4993,0.125599657199166,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"A3Z90","Diplôme supérieur (bac +3 ou plus)",0.04195,0.466629588431591,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Bac + 2",0,0,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","Bac, brevet professionnel ou équivalent",0,0,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","En cours d'études initiales",0.04795,0.533370411568409,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"U0Z91","Diplôme supérieur (bac +3 ou plus)",0.11646,1,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Bac + 2",0,0,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Bac, brevet professionnel ou équivalent",0,0,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","CAP, BEP ou autre diplôme équivalent",0,0,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","En cours d'études initiales",0,0,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"P4Z80","Diplôme supérieur (bac +3 ou plus)",0.0387,0.133351710830089,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Bac + 2",0,0,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Bac, brevet professionnel ou équivalent",0.09871,0.340133007132766,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","CAP, BEP ou autre diplôme équivalent",0.1528,0.526515282037146,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","En cours d'études initiales",0,0,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"H0Z91","Diplôme supérieur (bac +3 ou plus)",7.98104,0.813265712681522,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Bac + 2",0.19544,0.0199152805757742,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Bac, brevet professionnel ou équivalent",0,0,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","CAP, BEP ou autre diplôme équivalent",NA,NA,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","Aucun diplôme, CEP ou brevet des collèges",0,0,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","En cours d'études initiales",1.63709,0.166819006742704,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"R0Z61","Diplôme supérieur (bac +3 ou plus)",3.53843,0.0451991336821002,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
