"Fap","Age","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"R2Z","50 ans et plus","2017-2019",24.4579339059265,"Attachés commerciaux et représentants","R","Commerce","R2Z","Attachés commerciaux et représentants"
"P1Z81","Moins de 30 ans","2003-2005",10.5124544544542,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","30-49 ans","2003-2005",60.126254885813,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","50 ans et plus","2003-2005",29.3612906597328,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","Moins de 30 ans","2017-2019",8.76108697363889,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","30-49 ans","2017-2019",51.0870545410988,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z81","50 ans et plus","2017-2019",40.1518584852623,"Autres cadres B de la fonction publique","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"E0Z24","Moins de 30 ans","2003-2005",33.4782413756887,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","30-49 ans","2003-2005",55.7968847022926,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","50 ans et plus","2003-2005",10.7248739220187,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","Moins de 30 ans","2017-2019",32.0179728126566,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","30-49 ans","2017-2019",45.1071784258376,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z24","50 ans et plus","2017-2019",22.8748487615058,"Autres ouvriers non qualifiés de type industriel","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E1Z47","Moins de 30 ans","2003-2005",18.7994038072182,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","30-49 ans","2003-2005",69.3884242422587,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","50 ans et plus","2003-2005",11.8121719505231,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","Moins de 30 ans","2017-2019",17.2938780350368,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","30-49 ans","2017-2019",59.7462648197566,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z47","50 ans et plus","2017-2019",22.9598571452066,"Autres ouvriers qualifiés de type industriel","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","Moins de 30 ans","2003-2005",26.0669773263588,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","30-49 ans","2003-2005",57.571305754624,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","50 ans et plus","2003-2005",16.3617169190172,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","Moins de 30 ans","2017-2019",27.16852662114,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","30-49 ans","2017-2019",47.4946596501884,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z42","50 ans et plus","2017-2019",25.3368137286716,"Autres ouvriers qualifiés des industries agro-alimentaires (hors transformation des viandes)","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","Moins de 30 ans","2003-2005",18.4288364482436,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","30-49 ans","2003-2005",59.422456717547,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","50 ans et plus","2003-2005",22.1487068342094,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","Moins de 30 ans","2017-2019",11.8223381673509,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","30-49 ans","2017-2019",56.2311829545652,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z41","50 ans et plus","2017-2019",31.9464788780839,"Autres ouvriers qualifiés des industries chimiques et plastiques","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","Moins de 30 ans","2003-2005",16.2923665633314,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","30-49 ans","2003-2005",60.5738361330733,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","50 ans et plus","2003-2005",23.1337973035953,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","Moins de 30 ans","2017-2019",13.0962061724156,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","30-49 ans","2017-2019",52.0125113089404,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z43","50 ans et plus","2017-2019",34.8912825186439,"Autres ouvriers qualifiés en verre, céramique, métallurgie, matériaux de construction et énergie ","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"V3Z80","Moins de 30 ans","2003-2005",18.6102947163534,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","30-49 ans","2003-2005",55.642523138006,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","50 ans et plus","2003-2005",25.7471821456405,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","Moins de 30 ans","2017-2019",26.6520731358516,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","30-49 ans","2017-2019",46.7265364973047,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z80","50 ans et plus","2017-2019",26.6213903668438,"Autres professionnels para-médicaux","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"B1Z40","Moins de 30 ans","2003-2005",12.130390026179,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","30-49 ans","2003-2005",60.5457614742303,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","50 ans et plus","2003-2005",27.3238484995907,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","Moins de 30 ans","2017-2019",16.1951186661992,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","30-49 ans","2017-2019",55.3874278427757,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z40","50 ans et plus","2017-2019",28.4174534910251,"B1Z40","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B3Z20","Moins de 30 ans","2003-2005",50.5260748793507,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","30-49 ans","2003-2005",37.5241802237853,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","50 ans et plus","2003-2005",11.949744896864,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","Moins de 30 ans","2017-2019",32.8311119194011,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","30-49 ans","2017-2019",37.8708585724811,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","50 ans et plus","2017-2019",29.2980295081178,"B3Z20","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B5Z40","Moins de 30 ans","2003-2005",16.6739720398494,"B5Z40","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","30-49 ans","2003-2005",62.2796031673292,"B5Z40","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","50 ans et plus","2003-2005",21.0464247928214,"B5Z40","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","Moins de 30 ans","2017-2019",14.1308335854903,"B5Z40","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","30-49 ans","2017-2019",52.1743898145636,"B5Z40","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","50 ans et plus","2017-2019",33.6947765999461,"B5Z40","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"Q","Moins de 30 ans","1982-1984",30.2343182768402,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","30-49 ans","1982-1984",55.6888619774581,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","50 ans et plus","1982-1984",14.0768197457016,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","Moins de 30 ans","2017-2019",16.4250215143482,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","30-49 ans","2017-2019",55.5951567121557,"Banque et assurances","Q","Banque et assurances",NA,NA
"Q","50 ans et plus","2017-2019",27.9798217734961,"Banque et assurances","Q","Banque et assurances",NA,NA
"S0Z40","Moins de 30 ans","2003-2005",18.9738575525721,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","30-49 ans","2003-2005",59.134066246487,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","50 ans et plus","2003-2005",21.8920762009409,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","Moins de 30 ans","2017-2019",21.0277102139746,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","30-49 ans","2017-2019",46.5102808296722,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z40","50 ans et plus","2017-2019",32.4620089563532,"Bouchers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","Moins de 30 ans","1982-1984",45.3594907967206,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","30-49 ans","1982-1984",38.980072474488,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","50 ans et plus","1982-1984",15.6604367287913,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","Moins de 30 ans","2017-2019",35.3159066641978,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","30-49 ans","2017-2019",40.3084223162472,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z","50 ans et plus","2017-2019",24.375671019555,"Bouchers, charcutiers, boulangers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","Moins de 30 ans","2003-2005",28.3011835158304,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","30-49 ans","2003-2005",53.9782197275849,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","50 ans et plus","2003-2005",17.7205967565847,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","Moins de 30 ans","2017-2019",32.124299520836,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","30-49 ans","2017-2019",46.0517339874184,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z42","50 ans et plus","2017-2019",21.8239664917456,"Boulangers, pâtissiers","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B","Moins de 30 ans","1982-1984",30.8800147844265,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","30-49 ans","1982-1984",52.2738651664873,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","50 ans et plus","1982-1984",16.8461200490861,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","Moins de 30 ans","2017-2019",19.1345451819102,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","30-49 ans","2017-2019",52.9344047682366,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"B","50 ans et plus","2017-2019",27.9310500498532,"Bâtiment, travaux publics","B","Bâtiment, travaux publics",NA,NA
"A0Z02","Moins de 30 ans","2003-2005",21.8215073443722,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","30-49 ans","2003-2005",53.556138383821,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","50 ans et plus","2003-2005",24.6223542718068,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","Moins de 30 ans","2017-2019",10.8446532343633,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","30-49 ans","2017-2019",50.2922716958597,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z02","50 ans et plus","2017-2019",38.8630750697771,"Bûcherons, sylviculteurs indépendants","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","Moins de 30 ans","2003-2005",25.0592140536195,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","30-49 ans","2003-2005",57.4599150454597,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","50 ans et plus","2003-2005",17.4808709009208,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","Moins de 30 ans","2017-2019",27.5655090765588,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","30-49 ans","2017-2019",44.5374901341752,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z42","50 ans et plus","2017-2019",27.897000789266,"Bûcherons, sylviculteurs salariés et agents forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"C0Z20","Moins de 30 ans","2003-2005",37.5266053429333,"C0Z20","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","30-49 ans","2003-2005",45.316002759591,"C0Z20","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","50 ans et plus","2003-2005",17.1573918974757,"C0Z20","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","Moins de 30 ans","2017-2019",25.5573006888825,"C0Z20","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","30-49 ans","2017-2019",47.0178688201666,"C0Z20","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","50 ans et plus","2017-2019",27.4248304909508,"C0Z20","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C1Z40","Moins de 30 ans","2003-2005",26.2332435809401,"C1Z40","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","30-49 ans","2003-2005",51.5668386753846,"C1Z40","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","50 ans et plus","2003-2005",22.1999177436753,"C1Z40","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","Moins de 30 ans","2017-2019",19.3235111509938,"C1Z40","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","30-49 ans","2017-2019",52.3915596238103,"C1Z40","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","50 ans et plus","2017-2019",28.2849292251959,"C1Z40","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"P2Z90","Moins de 30 ans","2003-2005",9.35765699191514,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","30-49 ans","2003-2005",52.011383235123,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","50 ans et plus","2003-2005",38.6309597729619,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","Moins de 30 ans","2017-2019",7.03820980553904,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","30-49 ans","2017-2019",52.7531128485894,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z90","50 ans et plus","2017-2019",40.2086773458716,"Cadres A de la fonction publique (hors spécialités juridiques) et assimilés","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"L5Z90","Moins de 30 ans","2003-2005",8.63882011647626,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","30-49 ans","2003-2005",61.5141444340337,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","50 ans et plus","2003-2005",29.84703544949,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","Moins de 30 ans","2017-2019",9.43365449954209,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","30-49 ans","2017-2019",53.9056335123921,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z90","50 ans et plus","2017-2019",36.6607119880658,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"R4Z","Moins de 30 ans","1982-1984",10.9398546921488,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","30-49 ans","1982-1984",65.8963663405093,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","50 ans et plus","1982-1984",23.163778967342,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","Moins de 30 ans","2017-2019",10.181209439711,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","30-49 ans","2017-2019",60.0387383878535,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","50 ans et plus","2017-2019",29.7800521724354,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","Moins de 30 ans","2003-2005",10.5947562067922,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","30-49 ans","2003-2005",66.3874552823911,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","50 ans et plus","2003-2005",23.0177885108167,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","Moins de 30 ans","2017-2019",12.1248725772183,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","30-49 ans","2017-2019",60.5742546062281,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","50 ans et plus","2017-2019",27.3008728165536,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"P2Z92","Moins de 30 ans","2003-2005",13.9137283433284,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","30-49 ans","2003-2005",68.5506564553336,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","50 ans et plus","2003-2005",17.535615201338,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","Moins de 30 ans","2017-2019",10.9381242508989,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","30-49 ans","2017-2019",62.5792431435219,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","50 ans et plus","2017-2019",26.4826326055792,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"S3Z90","Moins de 30 ans","2003-2005",18.7469978311604,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","30-49 ans","2003-2005",66.3327082352827,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","50 ans et plus","2003-2005",14.9202939335568,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","Moins de 30 ans","2017-2019",13.7236440358609,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","30-49 ans","2017-2019",55.1958432954259,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","50 ans et plus","2017-2019",31.0805126687132,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"P2Z91","Moins de 30 ans","2003-2005",6.84444367007004,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","30-49 ans","2003-2005",64.8350001742343,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","50 ans et plus","2003-2005",28.3205561556957,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","Moins de 30 ans","2017-2019",1.1366926487536,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","30-49 ans","2017-2019",42.609203298003,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","50 ans et plus","2017-2019",56.2541040532434,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"Q2Z90","Moins de 30 ans","2003-2005",14.3077724052714,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","30-49 ans","2003-2005",57.8742414643469,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","50 ans et plus","2003-2005",27.8179861303817,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
