"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"L5Z90","AU","Autres secteurs",282.58959,52.1668972450931,"Cadres administratifs, comptables et financiers (hors juristes)","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"R4Z","GZ","Commerce ; réparation d'automobiles et de motocycles",222.33024,35.1892719574932,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","LZ","Activités immobilières",68.97036,10.9162692175667,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",38.30661,6.06297063800061,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z","AU","Autres secteurs",302.20535,47.8314881869395,"Cadres commerciaux et technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","GZ","Commerce ; réparation d'automobiles et de motocycles",114.30938,38.8170669833535,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",32.4045,11.0038882816273,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","NZ","Activités de services administratifs et de soutien",25.50234,8.66005956827214,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z90","AU","Autres secteurs",122.26605,41.518985166747,"Cadres commerciaux, acheteurs et cadres de la mercatique","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"P2Z92","OZ","Administration publique",25.81205,94.7835720543965,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z92","AU","Autres secteurs",1.42057,5.21642794560347,"Cadres de l'armée et de la gendarmerie","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"S3Z90","IZ","Hébergement et restauration",48.25974,90.2992014483875,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"S3Z90","AU","Autres secteurs",5.18452,9.70079855161246,"Cadres de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S3Z","Patrons et cadres d'hôtels, cafés, restaurants"
"P2Z91","HZ","Transports et entreposage",14.6096,69.1165144263976,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","JB","Télécommunications",5.74315,27.170251740497,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","FZ","Construction",0.71943,3.40354930824822,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z91","AU","Autres secteurs",0.06546,0.30968452485708,"Cadres de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"Q2Z90","KZ","Activités financières et d'assurance",173.49973,93.2100433843733,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z90","AU","Autres secteurs",12.63872,6.7899566156267,"Cadres de la banque","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","KZ","Activités financières et d'assurance",245.69095,86.400335880051,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","OZ","Administration publique",24.7415,8.7006619909129,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z","AU","Autres secteurs",13.93097,4.89900212903615,"Cadres de la banque et des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"U0Z90","MC","Autres activités spécialisées, scientifiques et techniques",18.66624,28.7612439131984,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",11.23,17.3033652811288,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","GZ","Commerce ; réparation d'automobiles et de motocycles",6.80424,10.4840828299615,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z90","AU","Autres secteurs",28.20019,43.4513079757112,"Cadres de la communication","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"P2Z","OZ","Administration publique",294.24678,63.2594411261211,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","PZ","Enseignement",49.72706,10.6907067069522,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","QB","Hébergement médico-social et social et action sociale sans hébergement",20.96743,4.50773974026518,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"P2Z","AU","Autres secteurs",100.2016,21.5421124266615,"Cadres de la fonction publique (catégorie A et assimilés)","P","Administration publique, professions juridiques, armée et police","P2Z","Cadres de la fonction publique (catégorie A et assimilés)"
"Q2Z91","KZ","Activités financières et d'assurance",72.19122,73.4957923631842,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","OZ","Administration publique",23.82188,24.2523667861645,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"Q2Z91","AU","Autres secteurs",2.21187,2.25184085065132,"Cadres des assurances","Q","Banque et assurances","Q2Z","Cadres de la banque et des assurances"
"R4Z92","GZ","Commerce ; réparation d'automobiles et de motocycles",66.90405,97.984325214454,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z92","AU","Autres secteurs",1.37631,2.01567478554595,"Cadres des magasins","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"L5Z92","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",15.31324,14.3583656117236,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","GZ","Commerce ; réparation d'automobiles et de motocycles",11.71606,10.9854918364037,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","NZ","Activités de services administratifs et de soutien",11.51989,10.8015542384785,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z92","AU","Autres secteurs",68.10111,63.8545883133943,"Cadres des ressources humaines et du recrutement","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",189.23306,27.6205691400428,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","GZ","Commerce ; réparation d'automobiles et de motocycles",70.45902,10.2842401504772,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","KZ","Activités financières et d'assurance",57.11423,8.33642672477689,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z","AU","Autres secteurs",368.31013,53.7587639847031,"Cadres des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"J6Z90","HZ","Transports et entreposage",19.56564,66.9645204039165,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","NZ","Activités de services administratifs et de soutien",5.46981,18.7207371366613,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","OZ","Administration publique",0.93594,3.20330810680569,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z90","AU","Autres secteurs",3.24653,11.1114343526165,"Cadres des transports","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","HZ","Transports et entreposage",41.53802,42.9697372700482,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","GZ","Commerce ; réparation d'automobiles et de motocycles",14.02445,14.5078396095174,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","NZ","Activités de services administratifs et de soutien",7.30128,7.55293784670183,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z","AU","Autres secteurs",33.80433,34.9694852737325,"Cadres des transports, de la logistique et navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"L6Z90","KZ","Activités financières et d'assurance",9.21341,39.2441753978551,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","GZ","Commerce ; réparation d'automobiles et de motocycles",2.99449,12.7549181885017,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","FZ","Construction",1.63197,6.95131519426983,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z90","AU","Autres secteurs",9.63727,41.0495912193734,"Cadres dirigeants des grandes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"B7Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",103.69606,54.6571362504486,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","FZ","Construction",55.92954,29.4798904433294,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z","AU","Autres secteurs",30.09539,15.8629733062219,"Cadres du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"A3Z90","HZ","Transports et entreposage",3.66647,86.0425276269997,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","AZ","Agriculture, sylviculture et pêche",0.20472,4.80424666117529,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",0.15436,3.62242826601709,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z90","AU","Autres secteurs",0.23568,5.5307974458079,"Cadres et maîtres d'équipage de la marine","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"U0Z91","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",2.18145,28.2391273954941,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","PZ","Enseignement",1.3097,16.9542208851354,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","JA","Edition, audiovisuel et diffusion",1.05705,13.6836368531972,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z91","AU","Autres secteurs",3.17672,41.1230148661734,"Cadres et techniciens de la documentation","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"P4Z80","OZ","Administration publique",51.29615,95.0718151887604,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z80","AU","Autres secteurs",2.65901,4.92818481123955,"Cadres intermédiaires de la police et de l'armée","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"H0Z91","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",8.29042,11.9236556507642,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","HZ","Transports et entreposage",6.02049,8.65894003064613,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",5.63941,8.1108536013225,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z91","AU","Autres secteurs",49.57886,71.3065507172672,"Cadres techniques de la maintenance et de l'environnement","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"R0Z61","GZ","Commerce ; réparation d'automobiles et de motocycles",178.69957,92.1497458115081,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z61","AU","Autres secteurs",15.22345,7.85025418849191,"Caissiers","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","GZ","Commerce ; réparation d'automobiles et de motocycles",272.59346,89.3111075049439,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z","AU","Autres secteurs",32.62441,10.6888924950561,"Caissiers, employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"G0B40","GZ","Commerce ; réparation d'automobiles et de motocycles",38.71414,95.1493520410069,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B40","AU","Autres secteurs",1.97362,4.85064795899307,"Carrossiers automobiles","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"S0Z41","GZ","Commerce ; réparation d'automobiles et de motocycles",5.85457,44.8349828917663,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",5.26644,40.3310144554619,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","IZ","Hébergement et restauration",0.7356,5.63331097163127,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"S0Z41","AU","Autres secteurs",1.20143,9.20069168114051,"Charcutiers, traiteurs","S","Hôtellerie, restauration, alimentation","S0Z","Bouchers, charcutiers, boulangers"
"B2Z43","FZ","Construction",23.93596,92.8254451351296,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z43","AU","Autres secteurs",1.85003,7.17455486487042,"Charpentiers (bois)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","FZ","Construction",6.32896,49.5555320656621,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","CH","Métallurgie et fabrication de produits métalliques",4.58008,35.8618637664478,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",0.63883,5.00201621585646,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z42","AU","Autres secteurs",1.22358,9.58058795203364,"Charpentiers (métal)","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"D2Z40","FZ","Construction",30.02698,32.4600594631239,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","CH","Métallurgie et fabrication de produits métalliques",27.20252,29.4067341020248,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",12.34687,13.3473341103055,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z40","AU","Autres secteurs",22.92802,24.7858723245459,"Chaudronniers, tôliers, traceurs, serruriers, métalliers, forgerons","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"S1Z80","IZ","Hébergement et restauration",22.49587,64.5547088249001,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","QB","Hébergement médico-social et social et action sociale sans hébergement",4.22493,12.1239643523716,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","PZ","Enseignement",3.12623,8.97110746860056,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"S1Z80","AU","Autres secteurs",5.00073,14.3502193541278,"Chefs cuisiniers","S","Hôtellerie, restauration, alimentation","S1Z","Cuisiniers"
"B6Z73","FZ","Construction",65.70621,69.7555178088009,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",4.76479,5.05843197621954,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","OZ","Administration publique",3.76934,4.00163490631138,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z73","AU","Autres secteurs",19.95466,21.1844153086682,"Chefs de chantier, conducteurs de travaux (non cadres)","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"N0Z91","MB","Recherche-développement scientifique",65.04299,71.3923155588469,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","PZ","Enseignement",14.17954,15.5637093891178,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","QA","Activités pour la santé humaine",5.81767,6.3855756393923,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z91","AU","Autres secteurs",6.06623,6.65839941264299,"Chercheurs (sauf industrie et enseignement supérieur)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"X0Z01","SZ","Autres activités de services",11.50069,87.4185630922727,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","PZ","Enseignement",0.72738,5.52893038783389,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","QA","Activités pour la santé humaine",0.60201,4.57597319527603,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z01","AU","Autres secteurs",0.32581,2.47653332461734,"Clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"T0Z","SZ","Autres activités de services",203.75587,90.0296026479561,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","GZ","Commerce ; réparation d'automobiles et de motocycles",11.32508,5.00399057144373,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z","AU","Autres secteurs",11.24002,4.96640678060014,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","SZ","Autres activités de services",203.75587,90.0296026479561,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","GZ","Commerce ; réparation d'automobiles et de motocycles",11.32508,5.00399057144373,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"T0Z60","AU","Autres secteurs",11.24002,4.96640678060014,"Coiffeurs, esthéticiens","T","Services aux particuliers et aux collectivités","T0Z","Coiffeurs, esthéticiens"
"R","GZ","Commerce ; réparation d'automobiles et de motocycles",1851.52187,63.6668092754255,"Commerce","R","Commerce",NA,NA
"R","LZ","Activités immobilières",130.94208,4.50260111347619,"Commerce","R","Commerce",NA,NA
"R","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",112.37336,3.86409331409017,"Commerce","R","Commerce",NA,NA
"R","AU","Autres secteurs",813.30571,27.9664962970081,"Commerce","R","Commerce",NA,NA
"U","RZ","Arts, spectacles et activités récréatives",148.875,23.4740037017893,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","JA","Edition, audiovisuel et diffusion",117.69052,18.5569618951839,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","MC","Autres activités spécialisées, scientifiques et techniques",85.41016,13.467126193185,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"U","AU","Autres secteurs",282.23654,44.5019082098418,"Communication, information, art et spectacle","U","Communication, information, art et spectacle",NA,NA
"T3Z60","LZ","Activités immobilières",35.16267,74.4470881457731,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","NZ","Activités de services administratifs et de soutien",7.32551,15.5097121089707,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z60","AU","Autres secteurs",4.74358,10.0431997452562,"Concierges","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"A0Z43","AZ","Agriculture, sylviculture et pêche",9.58355,75.7518031815038,"Conducteurs d'engins agricoles ou forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z43","NZ","Activités de services administratifs et de soutien",1.10361,8.72332773441359,"Conducteurs d'engins agricoles ou forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"A0Z43","AU","Autres secteurs",1.96409,15.5248690840826,"Conducteurs d'engins agricoles ou forestiers","A","Agriculture, marine, pêche","A0Z","Agriculteurs, éleveurs, sylviculteurs, bûcherons"
"B5Z","FZ","Construction",43.09772,59.2228370943657,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","BZ","Industries extractives",5.73954,7.88700289520177,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",4.97327,6.8340311050398,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z","AU","Autres secteurs",18.9616,26.0561289053928,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","FZ","Construction",43.09772,59.2228370943657,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","BZ","Industries extractives",5.73954,7.88700289520177,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",4.97327,6.8340311050398,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"B5Z40","AU","Autres secteurs",18.9616,26.0561289053928,"Conducteurs d'engins du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B5Z","Conducteurs d'engins du bâtiment et des travaux publics"
"J3Z41","HZ","Transports et entreposage",115.89021,93.8873978695887,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z41","AU","Autres secteurs",7.54511,6.1126021304113,"Conducteurs de transport en commun sur route","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","HZ","Transports et entreposage",520.8855,62.6049667468711,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","GZ","Commerce ; réparation d'automobiles et de motocycles",71.83035,8.63325370578777,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","QA","Activités pour la santé humaine",58.39598,7.01858351989247,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z","AU","Autres secteurs",180.90762,21.7431960274486,"Conducteurs de véhicules","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","HZ","Transports et entreposage",61.32009,47.4384511755234,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","QA","Activités pour la santé humaine",53.16679,41.1308948107269,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z40","AU","Autres secteurs",14.77554,11.4306540137497,"Conducteurs de véhicules légers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","HZ","Transports et entreposage",71.96347,35.0182413564077,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","GZ","Commerce ; réparation d'automobiles et de motocycles",48.23992,23.474092641361,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","IZ","Hébergement et restauration",15.4848,7.53507944733213,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z42","AU","Autres secteurs",69.81462,33.9725865548992,"Conducteurs et livreurs sur courte distance","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","HZ","Transports et entreposage",246.15098,71.3571073454189,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","GZ","Commerce ; réparation d'automobiles et de motocycles",21.97158,6.36937700840541,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
"J3Z43","FZ","Construction",18.71173,5.42437379785567,"Conducteurs routiers","J","Transports, logistique et tourisme","J3Z","Conducteurs de véhicules"
